0.269,0.485
-0.216,-0.344
0.293,-0.754
0.14,-0.739
0.441,-2.749
0.561,-2.391
0.776,-0.429
-0.184,0.934
-0.617,0.44
0.167,-0.441
0.847,-1.009
0.903,-2.253
0.887,-2.302
0.689,-1.357
0.654,-1.059
0.15,-0.365
-0.048,-0.25
-0.252,-0.174
-0.167,-0.204
-0.112,-0.127
0.24,-0.726
0.666,-1.54
1.011,-2.311
0.81,-1.874
0.62,-1.055
0.249,-0.328
-0.104,-0.024
-0.306,-0.021
-0.289,-0.289
-0.197,-0.348
-0.042,-0.255
0.189,-0.379
0.867,-1.311
0.867,-1.311
0.939,-1.61
0.713,-1.208
0.46,-0.87
0.15,-0.214
-0.143,-0.017
-0.276,-0.087
-0.179,-0.374
-0.017,-0.449
0.19,-0.313
1.067,-1.54
0.887,-1.635
0.756,-1.237
0.646,-0.965
0.18,-0.431
-0.204,-0.11
-0.177,-0.252
-0.175,-0.378
-0.133,-0.379
-0.07,-0.298
0.306,-0.561
0.755,-1.265
1.006,-1.903
0.869,-1.305
0.484,-0.584
0.048,-0.326
-0.118,-0.34
-0.159,-0.393
-0.002,-0.511
0.217,-0.853
0.347,-1.018
0.176,-0.588
0.103,-0.511
0.036,-0.566
0.186,-0.367
0.201,-0.286
-0.496,-1.643
-0.211,-1.926
0.916,-0.981
0.795,-0.64
0.553,-0.598
0.492,-0.642
0.831,-0.656
0.477,-1.02
-0.213,-1.33
0.08,-0.861
-0.107,-0.982
-0.746,-0.767
0.783,-1.053
1.057,-1.048
0.343,-0.751
0.038,-0.538
-0.004,-0.641
-0.112,-0.816
-0.208,-0.842
-0.324,-0.851
-0.349,-0.921
-0.335,-1.073
0.398,-1.249
0.733,-1.019
0.524,-0.791
0.462,-0.829
0.337,-0.961
-0.099,-1.179
-0.545,-1.122
-0.011,-0.968
0.038,-0.828
1.358,-0.619
0.911,-0.848
-0.331,-1.173
-0.382,-1.13
0.104,-0.974
0.19,-0.948
0.127,-0.985
0.141,-0.952
0.337,-0.916
0.473,-0.887
0.418,-0.859
0.982,-0.692
0.48,-0.953
0.21,-0.909
0.37,-0.765
0.332,-0.812
0.262,-0.906
0.182,-0.919
0.201,-0.908
0.2,-0.882
0.43,-0.773
0.998,-0.637
-1.311,-1.347
0.201,-1.152
0.471,-0.791
0.608,-0.839
0.319,-0.843
0.196,-0.917
0.214,-0.917
0.264,-0.826
1.363,-0.262
-0.374,-1.269
-0.409,-1.396
0.518,-0.81
0.51,-0.746
0.537,-0.86
0.246,-0.832
0.369,-0.922
1.025,-0.612
0.562,-0.716
-1.248,-1.582
0.518,-1.263
0.751,-0.694
0.422,-0.634
0.372,-0.705
0.652,-0.68
0.658,-0.559
-0.009,-1.478
0.523,-0.426
2.096,0.45
0.646,-1.684
-1.563,-1.859
0.412,-0.882
0.836,-0.134
1.744,0.314
-0.531,-2.108
-0.692,-1.887
0.412,-0.622
0.745,0.512
1.69,0.248
-0.561,-2.616
-0.272,-1.486
0.594,-0.377
1.174,0.425
1.435,-0.088
-0.035,-2.858
-0.133,-1.212
0.441,0.015
1.211,0.626
1.121,-1.643
-0.97,-2.481
0.194,-0.756
0.504,-0.007
0.886,0.416
1.066,-0.862
-0.895,-2.688
0.137,-1.089
0.611,0.165
2.086,1.548
