0.397,-3.273
-0.59,-1.919
0.864,-0.056
1.334,0.807
0.728,-2.263
0.145,0.263
-0.43,0.965
0.23,-0.071
2.708,-3.687
0.505,-0.132
-0.322,0.854
-0.46,0.691
2.077,-3.149
1.476,-1.734
0.113,0.182
-0.401,0.775
-0.225,0.483
3.732,-4.298
0.944,-0.827
0.495,0.954
0.287,1.265
0.49,-4.052
1.079,-2.102
0.361,0.218
-0.136,0.829
0.006,0.606
1.659,-2.952
2.13,-2.196
0.623,0.156
-0.16,0.636
-0.382,0.634
0.313,-1.414
1.387,-3.432
0.465,-1.019
0.163,0.202
0.083,0.613
0.206,0.626
2.114,-2.121
1.984,-2.301
-0.148,0.387
-0.41,0.472
0.017,-1.106
1.365,-3.178
0.448,-0.777
0.203,0.146
0.05,0.483
0.42,0.135
2.922,-2.188
1.584,-1.106
0.287,0.18
-0.047,0.59
0.071,-0.286
1.345,-3.16
0.636,-1.079
0.069,-0.028
-0.079,0.359
0.231,0.277
1.355,-1.121
2.123,-2.325
1.125,-0.348
0.466,0.165
0.178,-0.028
-0.175,-0.413
-0.498,-0.872
0.267,-1.192
0.683,-0.644
1.009,-0.613
1.153,-0.792
1.224,-0.783
0.324,-0.882
0.342,-1.42
0.402,-0.33
0.059,0.366
-0.269,0.284
-0.112,-0.72
1.772,-1.224
0.79,-0.378
0.046,0.1
-0.391,0.327
-0.516,-0.64
1.256,-1.972
1.368,-1.147
0.614,-0.589
0.721,-0.451
1.566,-1.361
1.094,-1.088
0.169,-0.315
-0.413,0.168
-0.839,0.268
-0.379,0.321
2.55,-3.22
2.156,-1.746
0.632,-0.051
0.314,0.202
-0.008,0.112
-0.012,-0.49
0.202,-1.533
-0.025,-0.829
-0.032,-0.29
0.2,-0.166
0.96,-0.376
1.554,-1.579
0.849,-1.01
0.003,-0.606
-0.442,-0.517
-0.22,-0.488
1.64,-1.907
1.75,-1.317
0.48,-0.33
-1.133,0.326
-0.396,-0.832
2.442,-1.871
1.351,-0.834
1.192,-0.49
1.202,-0.281
0.173,-0.066
-0.846,-0.177
-0.566,-0.939
0.487,-1.411
1.416,-1.012
1.643,-1.005
1.32,-1.69
0.15,-0.096
-0.365,0.823
-0.185,0.722
2.135,-2.955
2.129,-1.801
0.313,0.183
-0.368,0.61
-0.445,0.612
2.334,-2.949
1.889,-1.713
0.136,0.131
-0.331,0.503
-0.264,0.392
1.434,-2.007
2.094,-1.777
0.329,-0.053
-0.132,0.315
-0.309,0.259
0.098,-0.046
2.656,-2.277
1.304,-0.687
0.391,0.124
1.115,-0.709
0.799,-0.324
-0.018,-0.19
-0.504,-0.194
-0.421,0.038
0.037,-0.053
1.37,-0.507
2.749,-1.752
1.8,-1.296
1.023,-0.227
0.352,0.115
-0.127,0.173
-0.654,0.097
-0.537,-0.277
0.234,-0.504
0.571,-0.697
1.072,-0.737
1.651,-1.17
1.718,-1.407
0.964,-0.599
0.377,-0.097
-0.002,-0.017
-0.471,-0.286
-0.074,-0.823
1.758,-0.997
1.13,-0.853
1.342,-0.977
1.308,-0.723
1.448,-0.349
0.456,0.056
-0.162,0.024
-0.213,-0.558
0.239,-0.923
2.012,-1.852
1.721,-1.191
0.533,-0.399
-0.317,0.04
-0.316,-0.739
1.139,-1.584
0.979,-0.882
0.728,-0.305
